,YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
23996,2015,6,6,22.79,8.19,15.49,23.18,18.38,31.86,13.48
23997,2015,9,5,17.37,-6.56,5.4,16.79,15.87,25.67,9.8
23998,2015,9,5,17.37,-6.56,5.4,16.79,15.87,25.67,9.8
23999,2015,9,5,17.37,-6.56,5.4,16.79,15.87,25.67,9.8
24000,2015,9,12,25.44,-0.82,12.31,23.29,15.97,34.63,18.66
24001,2015,9,11,29.04,0.72,14.87,27.15,14.98,37.46,22.49
24002,2015,8,2,25.74,7.14,16.44,26.3,13.23,33.54,20.3
24003,2015,6,6,22.79,8.19,15.49,23.18,18.38,31.86,13.48
24004,2015,6,15,19.09,-4.07,7.51,17.15,17.63,28.7,11.07
24005,2015,7,9,14.22,8.24,11.23,14.47,11.98,21.22,9.24
24006,2015,1,22,11.37,-6.0,2.69,10.2,16.04,20.63,4.59
24007,2015,4,3,13.74,-8.57,2.58,13.24,16.38,21.95,5.57
24008,2015,3,29,20.77,0.74,10.76,19.83,18.34,30.98,12.64
24009,2015,7,18,22.69,12.48,17.58,23.58,7.15,26.37,19.22
24010,2015,11,5,6.43,-6.56,-0.06,7.0,14.47,14.6,0.13
24011,2015,4,4,15.89,-8.14,3.87,15.6,16.8,24.73,7.94
24012,2015,6,28,26.38,7.98,17.18,26.64,7.69,30.19,22.51
24013,2015,4,18,17.6,-1.56,8.01,18.05,18.41,27.62,9.2
24014,2015,8,8,21.3,4.1,12.7,23.99,20.93,32.62,11.69
24015,2015,8,23,27.62,5.33,16.48,28.83,17.73,37.8,20.07
24016,2015,2,4,17.0,0.11,8.55,13.96,15.3,26.55,11.26
24017,2015,5,25,17.93,8.64,13.29,20.74,17.63,27.45,9.82
24018,2015,7,29,27.94,9.47,18.7,28.33,12.0,34.27,22.27
24019,2015,6,13,23.56,12.4,17.98,26.62,16.84,32.71,15.87
24020,2015,8,24,28.34,1.79,15.07,29.34,19.41,38.5,19.09
24021,2015,6,4,16.9,6.27,11.58,19.52,16.52,26.6,10.08
24022,2015,6,17,27.66,-2.87,12.4,28.15,18.24,37.36,19.12
24023,2015,9,8,28.09,11.44,19.76,30.52,15.51,35.9,20.39
24024,2015,4,26,13.42,-0.49,6.47,14.73,17.77,22.17,4.4
24025,2015,4,7,8.06,1.46,4.76,9.58,12.58,14.34,1.77
24026,2015,8,12,27.91,5.58,16.75,29.07,17.7,36.8,19.11
24027,2015,8,23,27.51,3.07,15.29,29.83,19.24,37.56,18.32
24028,2015,7,18,22.43,11.22,16.83,23.86,8.84,27.89,19.05
24029,2015,7,6,26.66,8.45,17.55,29.59,13.69,33.77,20.08
24030,2015,4,19,18.24,3.11,10.68,18.91,17.25,28.06,10.81
24031,2015,4,8,9.2,-4.56,2.32,10.44,15.96,16.66,0.7
24032,2015,7,30,26.23,15.09,20.66,26.96,10.7,32.22,21.52
24033,2015,12,4,11.23,2.39,6.81,8.51,9.48,15.93,6.44
24034,2015,11,3,9.29,4.03,6.66,10.44,8.16,14.6,6.44
24035,2015,9,9,27.25,14.08,20.66,28.85,11.58,33.66,22.08
24036,2015,9,9,28.05,14.35,21.2,28.97,12.4,34.94,22.54
24037,2015,5,4,14.9,6.94,10.91,17.48,14.02,22.71,8.69
24038,2015,2,25,12.08,-5.75,3.17,10.23,18.23,22.49,4.26
24039,2015,5,25,19.29,8.4,13.84,21.26,17.91,28.94,11.03
24040,2015,7,1,26.83,11.9,19.37,28.12,10.92,33.62,22.69
24041,2015,10,4,14.65,9.04,11.84,14.85,5.93,17.42,11.5
24042,2015,10,16,17.65,14.73,16.19,18.03,6.78,21.9,15.12
24043,2015,7,4,28.05,9.84,18.94,27.33,15.87,36.19,20.32
24044,2015,7,4,28.05,9.84,18.94,27.33,15.87,36.19,20.32
24045,2015,7,21,21.54,7.87,14.7,21.48,16.95,30.57,13.62
24046,2015,8,1,25.17,6.62,15.9,24.39,16.42,34.8,18.37
24047,2015,7,30,29.19,3.86,16.52,27.19,17.02,38.21,21.19
24048,2015,1,28,6.58,2.88,4.73,5.94,10.08,12.58,2.51
24049,2015,1,29,7.7,3.87,5.79,6.01,9.75,13.77,4.01
24050,2015,8,10,21.29,4.69,12.98,21.17,13.82,28.23,14.4
24051,2015,6,12,15.19,3.01,9.1,16.69,14.05,21.86,7.8
24052,2015,7,1,20.55,10.37,15.46,20.43,13.4,27.71,14.31
24053,2015,7,2,16.6,10.95,13.77,16.83,8.35,20.81,12.45
24054,2015,7,2,19.35,11.73,15.54,19.09,10.98,26.29,15.3
24055,2015,9,8,23.6,-7.74,7.93,22.03,18.77,33.08,14.31
24056,2015,11,1,16.3,1.35,8.83,13.56,12.73,23.96,11.23
24057,2015,10,31,17.37,0.52,8.94,15.23,15.93,26.16,10.23
24058,2015,7,21,14.86,7.43,11.14,14.98,12.0,21.56,9.56
24059,2015,1,21,1.13,-8.56,-3.71,0.92,12.88,9.69,-3.18
24060,2015,11,20,8.95,1.83,5.39,8.08,15.33,18.34,3.01
24061,2015,7,9,14.02,6.6,10.31,13.99,10.12,19.01,8.88
24062,2015,6,27,23.64,3.85,13.74,23.91,15.93,31.33,15.4
24063,2015,7,20,32.12,17.26,24.69,35.23,13.21,38.59,25.38
24064,2015,9,12,25.31,2.26,13.78,23.44,15.37,34.15,18.78
24065,2015,8,17,28.3,-2.58,12.86,27.05,17.0,37.1,20.1
24066,2015,8,30,15.66,7.62,11.64,15.46,16.44,25.3,8.85
24067,2015,7,30,28.48,3.83,16.15,26.69,16.91,37.26,20.36
24068,2015,10,1,12.59,7.8,10.19,11.83,8.34,17.19,8.85
24069,2015,8,21,21.73,2.29,12.01,21.19,16.06,30.45,14.39
24070,2015,8,7,26.46,7.47,16.97,29.31,14.51,33.75,19.24
24071,2015,7,28,24.98,9.09,17.04,26.46,17.08,34.08,17.01
24072,2015,7,29,27.23,14.25,20.74,28.63,15.01,35.55,20.54
24073,2015,8,1,30.8,7.39,19.09,33.4,12.23,37.31,25.08
24074,2015,9,3,19.9,3.67,11.78,22.0,16.87,29.64,12.77
24075,2015,9,15,22.38,13.35,17.87,24.48,10.82,28.4,17.58
24076,2015,11,13,9.15,-8.3,0.43,7.53,15.59,18.01,2.42
24077,2015,12,2,10.52,-8.78,0.87,8.32,15.75,20.58,4.84
24078,2015,6,13,23.56,12.4,17.98,26.62,16.84,32.71,15.87
24079,2015,1,24,9.91,-4.69,2.62,9.07,15.02,19.26,4.23
24080,2015,2,7,14.26,2.98,8.62,14.04,16.77,23.9,7.13
24081,2015,1,17,11.3,-4.39,3.45,8.83,14.92,19.3,4.38
24082,2015,3,8,16.93,8.04,12.48,16.41,11.63,23.52,11.89
24083,2015,2,11,12.13,-5.45,3.33,11.32,13.89,20.52,6.63
24084,2015,3,28,20.53,8.89,14.71,20.0,11.14,26.95,15.82
24085,2015,3,16,20.53,5.39,12.96,19.05,11.43,27.44,16.01
24086,2015,4,5,20.53,-1.42,9.55,21.52,14.85,28.69,13.83
24087,2015,4,10,13.9,4.31,9.11,15.3,13.34,22.35,9.0
24088,2015,4,17,16.26,-3.79,6.23,16.15,18.82,26.8,7.98
24089,2015,4,16,15.37,-7.5,3.94,16.3,16.79,24.01,7.23
24090,2015,4,17,18.86,4.15,11.51,18.39,12.56,25.98,13.4
24091,2015,4,19,17.26,8.65,12.95,18.53,11.65,23.87,12.23
24092,2015,4,14,13.98,5.54,9.76,15.19,16.64,23.75,7.12
24093,2015,4,25,9.55,6.98,8.26,10.42,5.13,12.59,7.45
24094,2015,4,26,13.85,3.45,8.65,15.09,15.62,23.1,7.47
24095,2015,5,7,15.03,3.61,9.32,17.26,13.54,22.75,9.21
24096,2015,5,9,15.12,3.76,9.44,18.02,17.77,23.8,6.03
24097,2015,5,17,14.69,9.02,11.86,17.33,10.41,21.64,11.23
24098,2015,7,25,17.89,9.16,13.52,17.03,14.58,26.06,11.48
24099,2015,7,30,27.87,5.51,16.69,25.33,13.92,35.58,21.65
24100,2015,8,1,21.88,10.14,16.01,21.01,11.65,28.47,16.82
24101,2015,8,2,20.41,12.35,16.38,19.73,13.73,29.12,15.4
24102,2015,8,2,20.41,12.35,16.38,19.73,13.73,29.12,15.4
24103,2015,8,5,18.47,8.55,13.51,17.6,13.95,26.29,12.34
24104,2015,8,8,17.89,8.08,12.98,17.0,13.7,25.95,12.26
24105,2015,8,8,17.89,8.08,12.98,17.0,13.7,25.95,12.26
24106,2015,8,9,18.41,7.72,13.07,17.1,14.01,26.23,12.23
24107,2015,8,9,18.41,7.72,13.07,17.1,14.01,26.23,12.23
24108,2015,8,11,16.37,10.26,13.31,16.02,11.37,23.9,12.53
24109,2015,8,11,16.37,10.26,13.31,16.02,11.37,23.9,12.53
24110,2015,8,11,16.37,10.26,13.31,16.02,11.37,23.9,12.53
24111,2015,8,12,17.8,7.29,12.54,16.57,14.9,26.46,11.57
24112,2015,8,13,17.76,7.83,12.8,16.5,13.38,25.95,12.58
24113,2015,8,15,19.36,6.56,12.96,18.71,20.31,29.7,9.39
24114,2015,8,15,19.36,6.56,12.96,18.71,20.31,29.7,9.39
24115,2015,8,15,19.36,6.56,12.96,18.71,20.31,29.7,9.39
24116,2015,8,15,19.36,6.56,12.96,18.71,20.31,29.7,9.39
24117,2015,8,17,23.69,1.37,12.53,20.91,18.67,33.4,14.73
24118,2015,8,20,20.78,7.65,14.22,19.33,16.5,30.3,13.8
24119,2015,8,25,18.73,8.49,13.62,17.3,15.05,28.07,13.02
24120,2015,9,2,14.76,9.58,12.17,14.32,12.55,21.09,8.55
24121,2015,9,6,15.58,2.82,9.2,15.26,18.16,25.2,7.05
24122,2015,9,10,25.35,2.19,13.77,22.89,19.72,35.9,16.18
24123,2015,9,10,25.35,2.19,13.77,22.89,19.72,35.9,16.18
24124,2015,9,13,22.55,8.12,15.33,20.87,12.48,29.83,17.35
24125,2015,9,13,22.55,8.12,15.33,20.87,12.48,29.83,17.35
24126,2015,9,16,10.2,9.24,9.73,10.16,6.09,13.79,7.7
24127,2015,9,21,18.17,7.34,12.76,16.41,15.01,27.38,12.37
24128,2015,9,26,15.77,9.1,12.44,14.65,13.55,23.88,10.33
24129,2015,9,26,15.77,9.1,12.44,14.65,13.55,23.88,10.33
24130,2015,9,26,15.77,9.1,12.44,14.65,13.55,23.88,10.33
24131,2015,9,27,16.41,5.73,11.07,15.41,17.07,25.6,8.53
24132,2015,9,27,16.41,5.73,11.07,15.41,17.07,25.6,8.53
24133,2015,9,28,17.6,3.62,10.61,15.56,18.16,28.19,10.03
24134,2015,9,29,15.85,4.71,10.28,13.79,12.95,24.13,11.18
24135,2015,9,30,15.65,4.9,10.28,14.23,15.48,25.3,9.8
24136,2015,10,1,14.52,6.99,10.76,13.8,12.83,22.54,9.71
24137,2015,10,1,14.52,6.99,10.76,13.8,12.83,22.54,9.71
24138,2015,10,1,14.52,6.99,10.76,13.8,12.83,22.54,9.71
24139,2015,10,2,15.19,5.92,10.55,14.2,16.95,25.12,8.17
24140,2015,10,4,19.01,2.83,10.93,17.81,20.38,30.57,10.19
24141,2015,10,4,19.01,2.83,10.93,17.81,20.38,30.57,10.19
24142,2015,10,4,19.01,2.83,10.93,17.81,20.38,30.57,10.19
24143,2015,10,10,16.48,13.21,14.84,15.14,10.34,22.58,12.25
24144,2015,10,10,16.48,13.21,14.84,15.14,10.34,22.58,12.25
24145,2015,10,11,15.08,5.99,10.54,14.25,16.8,24.68,7.87
24146,2015,10,12,17.62,2.91,10.27,14.9,15.49,27.0,11.51
24147,2015,10,12,17.62,2.91,10.27,14.9,15.49,27.0,11.51
24148,2015,6,6,19.32,10.51,14.91,22.3,16.96,28.69,11.72
24149,2015,6,7,24.23,3.35,13.8,25.55,20.77,33.85,13.08
24150,2015,6,3,16.34,9.54,12.94,18.98,12.65,23.23,10.58
24151,2015,6,3,15.99,8.68,12.33,17.95,12.99,23.14,10.15
24152,2015,5,25,17.2,9.37,13.29,19.15,16.45,26.76,10.32
24153,2015,6,5,16.82,11.67,14.25,19.48,7.25,21.28,14.03
24154,2015,6,8,27.92,6.12,17.02,28.73,18.27,37.33,19.05
24155,2015,6,10,21.42,15.49,18.45,24.34,10.82,27.47,16.65
24156,2015,6,5,24.0,3.02,13.51,27.08,19.2,33.54,14.34
24157,2015,6,12,27.89,11.05,19.47,30.99,16.9,35.48,18.58
24158,2015,6,15,26.19,3.63,14.91,27.59,17.15,35.55,18.4
24159,2015,6,23,24.39,-0.33,12.03,26.15,21.9,35.64,13.74
24160,2015,6,29,26.75,13.1,19.93,28.1,12.85,34.41,21.56
24161,2015,7,3,22.08,13.73,17.9,24.87,9.61,27.05,17.44
24162,2015,7,8,24.63,6.67,15.65,27.63,17.84,34.19,16.35
24163,2015,7,11,20.57,10.16,15.37,22.64,17.16,29.68,12.51
24164,2015,7,12,21.54,9.58,15.56,23.3,16.41,31.01,14.61
24165,2015,7,13,20.29,13.85,17.07,22.59,11.46,26.77,15.31
24166,2015,7,10,18.15,9.99,14.08,21.14,15.94,27.83,11.89
24167,2015,7,13,23.78,4.73,14.25,25.9,20.05,34.65,14.6
24168,2015,7,27,27.05,6.76,16.9,29.08,19.15,36.76,17.62
24169,2015,7,29,31.98,-2.83,14.58,31.69,22.45,42.09,19.65
24170,2015,8,1,17.5,8.57,13.03,18.04,14.51,25.49,10.98
24171,2015,8,17,25.17,-1.39,11.89,26.26,15.72,33.68,17.97
24172,2015,9,20,23.36,9.93,16.64,19.98,10.23,29.66,19.44
24173,2015,10,2,6.08,1.38,3.73,6.4,15.21,14.5,-0.72
24174,2015,9,7,25.25,-4.98,10.13,24.95,20.17,35.43,15.26
24175,2015,2,6,2.17,-10.62,-4.23,2.01,9.59,7.68,-1.91
24176,2015,5,25,19.29,8.4,13.84,21.26,17.91,28.94,11.03
24177,2015,5,27,19.94,4.06,12.0,22.57,17.55,29.11,11.55
24178,2015,6,5,10.76,1.53,6.15,12.08,13.3,17.68,4.37
24179,2015,6,25,31.9,3.51,17.7,33.9,21.3,43.23,21.92
24180,2015,6,20,24.01,3.51,13.76,25.19,15.62,32.51,16.88
24181,2015,6,19,25.0,-4.89,10.05,26.74,20.32,35.02,14.7
24182,2015,6,27,28.21,5.33,16.77,30.65,20.34,38.84,18.5
24183,2015,7,1,29.89,12.94,21.41,30.37,7.63,33.52,25.89
24184,2015,2,12,13.44,11.19,12.31,12.73,9.75,18.65,8.9
24185,2015,3,12,14.07,11.17,12.62,13.68,10.27,20.12,9.84
24186,2015,5,11,12.17,8.27,10.23,12.83,6.97,16.23,9.26
24187,2015,5,18,12.58,9.48,11.03,13.32,6.25,15.79,9.54
24188,2015,6,9,17.04,13.61,15.33,17.3,8.2,22.12,13.92
24189,2015,7,23,16.03,12.76,14.39,18.94,3.3,17.8,14.49
24190,2015,1,9,10.67,2.74,6.7,6.73,6.83,14.59,7.76
24191,2015,1,30,8.55,5.73,7.14,7.58,12.19,16.1,3.91
24192,2015,1,30,8.55,5.73,7.14,7.58,12.19,16.1,3.91
24193,2015,2,10,5.58,2.55,4.06,4.01,9.3,9.62,0.32
24194,2015,3,5,8.97,3.54,6.25,6.6,14.27,15.95,1.69
24195,2015,3,7,12.54,4.38,8.46,9.26,14.77,22.04,7.26
24196,2015,3,7,12.54,4.38,8.46,9.26,14.77,22.04,7.26
24197,2015,3,7,12.54,4.38,8.46,9.26,14.77,22.04,7.26
24198,2015,3,16,10.15,7.52,8.83,8.89,6.94,14.37,7.43
24199,2015,3,21,10.18,6.22,8.2,9.94,11.35,17.61,6.26
24200,2015,4,4,5.7,2.27,3.98,5.4,8.06,9.54,1.48
24201,2015,11,2,8.28,6.13,7.2,7.8,7.8,12.95,5.15
24202,2015,11,3,7.53,3.8,5.66,7.4,9.8,13.59,3.8
24203,2015,11,6,9.24,2.85,6.05,7.53,14.11,17.74,3.63
24204,2015,11,23,8.31,5.32,6.81,6.86,9.45,14.26,4.82
24205,2015,12,1,5.23,2.52,3.87,5.14,9.7,10.52,0.82
24206,2015,4,23,14.59,5.71,10.15,16.93,12.71,21.55,8.84
24207,2015,4,27,17.01,-5.75,5.62,16.73,19.38,25.83,6.46
24208,2015,6,22,33.3,0.37,16.83,36.12,19.81,42.9,23.09
24209,2015,4,27,13.86,9.48,11.66,13.55,17.15,23.39,6.24
24210,2015,4,28,11.44,8.76,10.1,11.24,9.34,16.92,7.58
24211,2015,4,29,10.15,5.93,8.04,10.16,11.15,16.08,4.93
24212,2015,5,3,13.44,8.32,10.88,12.27,12.27,20.65,8.38
24213,2015,5,4,10.58,6.89,8.74,10.05,10.2,16.32,6.12
24214,2015,5,4,10.58,6.89,8.74,10.05,10.2,16.32,6.12
24215,2015,5,15,10.06,7.19,8.62,10.01,7.34,14.38,7.04
24216,2015,5,16,10.76,6.96,8.87,10.75,9.28,16.41,7.12
24217,2015,5,16,10.76,6.96,8.87,10.75,9.28,16.41,7.12
24218,2015,5,16,10.76,6.96,8.87,10.75,9.28,16.41,7.12
24219,2015,5,17,11.32,8.47,9.89,11.15,8.88,17.11,8.22
24220,2015,5,17,11.32,8.47,9.89,11.15,8.88,17.11,8.22
24221,2015,5,17,11.32,8.47,9.89,11.15,8.88,17.11,8.22
24222,2015,5,21,11.77,9.51,10.64,11.33,7.41,16.09,8.68
24223,2015,5,21,11.77,9.51,10.64,11.33,7.41,16.09,8.68
24224,2015,5,22,12.22,9.37,10.8,12.16,10.01,18.28,8.27
24225,2015,5,23,12.76,7.26,10.01,12.6,10.08,18.55,8.48
24226,2015,5,23,12.76,7.26,10.01,12.6,10.08,18.55,8.48
24227,2015,5,23,12.76,7.26,10.01,12.6,10.08,18.55,8.48
24228,2015,5,24,14.01,9.41,11.71,13.79,15.0,21.27,6.27
24229,2015,5,28,15.87,9.19,12.53,14.52,12.77,22.96,10.19
24230,2015,5,30,15.37,9.21,12.29,14.59,10.95,21.76,10.81
24231,2015,5,30,15.37,9.21,12.29,14.59,10.95,21.76,10.81
24232,2015,5,31,14.48,7.97,11.22,13.84,12.17,22.4,10.23
24233,2015,5,31,14.48,7.97,11.22,13.84,12.17,22.4,10.23
24234,2015,6,1,12.72,10.68,11.69,12.62,6.02,16.33,10.31
24235,2015,6,6,21.08,9.05,15.07,20.13,17.46,29.51,12.05
24236,2015,6,6,21.08,9.05,15.07,20.13,17.46,29.51,12.05
24237,2015,6,6,21.08,9.05,15.07,20.13,17.46,29.51,12.05
24238,2015,6,8,26.43,10.5,18.47,24.26,18.05,35.95,17.89
24239,2015,6,11,22.61,4.9,13.76,21.72,23.16,33.9,10.74
24240,2015,6,13,20.39,3.89,12.14,20.15,21.24,31.86,10.62
24241,2015,6,13,20.39,3.89,12.14,20.15,21.24,31.86,10.62
24242,2015,6,13,20.39,3.89,12.14,20.15,21.24,31.86,10.62
24243,2015,6,15,15.17,6.48,10.82,14.44,13.13,22.56,9.43
24244,2015,6,17,17.78,5.86,11.82,16.37,15.36,26.08,10.71
24245,2015,6,21,15.62,6.9,11.26,15.35,13.21,22.28,9.08
24246,2015,6,23,16.55,5.1,10.83,15.73,14.58,24.26,9.69
24247,2015,6,23,16.55,5.1,10.83,15.73,14.58,24.26,9.69
24248,2015,6,23,16.55,5.1,10.83,15.73,14.58,24.26,9.69
24249,2015,6,23,16.55,5.1,10.83,15.73,14.58,24.26,9.69
24250,2015,6,24,18.3,7.58,12.94,17.83,16.52,25.9,9.37
24251,2015,6,25,21.95,9.08,15.51,21.19,19.1,31.74,12.64
24252,2015,6,25,21.95,9.08,15.51,21.19,19.1,31.74,12.64
24253,2015,6,25,21.95,9.08,15.51,21.19,19.1,31.74,12.64
24254,2015,6,25,21.95,9.08,15.51,21.19,19.1,31.74,12.64
24255,2015,6,25,21.95,9.08,15.51,21.19,19.1,31.74,12.64
24256,2015,6,26,26.15,8.66,17.4,24.76,20.53,37.62,17.08
24257,2015,6,27,22.44,9.5,15.97,20.96,12.19,28.73,16.54
24258,2015,6,27,22.44,9.5,15.97,20.96,12.19,28.73,16.54
24259,2015,6,29,19.48,9.08,14.27,18.49,13.59,26.73,13.12
24260,2015,7,2,24.65,9.75,17.2,23.55,12.67,30.83,18.15
24261,2015,7,3,23.53,9.52,16.53,22.37,12.02,30.29,18.27
24262,2015,7,11,16.29,11.01,13.65,16.03,11.19,23.18,11.99
24263,2015,7,4,24.96,11.28,18.12,23.58,14.66,32.85,18.19
24264,2015,7,4,24.96,11.28,18.12,23.58,14.66,32.85,18.19
24265,2015,7,6,19.69,10.85,15.27,19.3,13.76,27.39,13.62
24266,2015,7,6,19.69,10.85,15.27,19.3,13.76,27.39,13.62
24267,2015,7,6,19.69,10.85,15.27,19.3,13.76,27.39,13.62
24268,2015,7,16,22.52,6.3,14.4,22.2,20.52,32.2,11.69
24269,2015,7,16,22.52,6.3,14.4,22.2,20.52,32.2,11.69
24270,2015,7,16,22.52,6.3,14.4,22.2,20.52,32.2,11.69
24271,2015,7,18,21.87,7.09,14.48,20.92,17.94,31.97,14.02
24272,2015,7,19,21.68,8.09,14.88,20.33,14.95,29.97,15.01
24273,2015,7,21,20.48,8.62,14.55,19.49,15.81,28.23,12.42
24274,2015,7,22,17.3,8.23,12.76,16.8,13.91,25.37,11.46
24275,2015,7,23,16.56,8.29,12.43,16.25,13.89,24.37,10.48
24276,2015,10,13,21.98,3.32,12.65,18.23,17.73,32.22,14.48
24277,2015,10,14,22.32,4.05,13.18,18.91,15.89,31.79,15.9
24278,2015,10,16,17.86,6.5,12.18,16.55,15.09,26.09,11.01
24279,2015,10,19,11.72,10.98,11.35,11.48,6.05,14.59,8.55
24280,2015,10,19,11.72,10.98,11.35,11.48,6.05,14.59,8.55
24281,2015,10,19,11.72,10.98,11.35,11.48,6.05,14.59,8.55
24282,2015,10,22,14.39,1.63,8.01,14.05,18.57,24.9,6.32
24283,2015,10,22,14.39,1.63,8.01,14.05,18.57,24.9,6.32
24284,2015,5,6,8.16,-1.63,3.26,6.63,14.27,16.03,1.76
24285,2015,5,8,3.94,-0.88,1.53,3.3,9.46,8.47,-0.99
24286,2015,6,11,17.19,9.62,13.4,16.38,16.35,24.62,8.27
24287,2015,10,26,12.81,-4.91,3.95,8.55,15.44,22.12,6.68
24288,2015,3,8,15.68,-5.2,5.24,13.56,16.26,24.0,7.73
24289,2015,6,5,21.01,-0.85,10.08,23.94,15.45,28.73,13.26
24290,2015,3,7,12.08,5.04,8.56,9.88,16.75,22.44,5.68
24291,2015,4,19,15.87,7.84,11.86,13.9,14.5,22.61,8.11
24292,2015,7,13,16.33,10.24,13.29,15.66,11.65,22.86,11.2
24293,2015,7,23,19.96,3.01,11.48,19.13,16.67,27.94,11.27
24294,2015,7,8,18.33,14.61,16.47,17.99,8.85,22.55,13.7
24295,2015,6,30,24.56,10.54,17.55,23.32,21.37,34.58,13.23
24296,2015,9,28,17.6,3.62,10.61,15.56,18.16,28.19,10.03
24297,2015,7,13,16.33,10.24,13.29,15.66,11.65,22.86,11.2
24298,2015,9,9,20.0,-3.47,8.26,18.99,18.86,29.57,10.71
24299,2015,8,18,23.86,1.69,12.78,21.03,13.62,31.63,18.01
24300,2015,7,8,18.33,14.61,16.47,17.99,8.85,22.55,13.7
24301,2015,7,15,21.19,8.48,14.83,20.77,18.27,30.34,12.08
24302,2015,7,7,21.37,10.87,16.12,22.48,9.09,25.71,16.62
24303,2015,10,16,17.39,7.01,12.2,16.01,14.05,24.5,10.44
24304,2015,7,8,18.33,14.61,16.47,17.99,8.85,22.55,13.7
24305,2015,4,19,15.87,7.84,11.86,13.9,14.5,22.61,8.11
24306,2015,7,15,21.19,8.48,14.83,20.77,18.27,30.34,12.08
24307,2015,9,1,16.08,7.6,11.83,15.52,12.16,23.1,10.94
24308,2015,8,25,17.89,8.15,13.02,16.51,13.65,26.15,12.5
24309,2015,7,8,18.33,14.61,16.47,17.99,8.85,22.55,13.7
24310,2015,7,15,21.19,8.48,14.83,20.77,18.27,30.34,12.08
24311,2015,7,8,18.33,14.61,16.47,17.99,8.85,22.55,13.7
24312,2015,4,19,15.87,7.84,11.86,13.9,14.5,22.61,8.11
24313,2015,7,8,18.33,14.61,16.47,17.99,8.85,22.55,13.7
24314,2015,7,4,23.78,11.94,17.87,22.61,13.22,30.32,17.1
24315,2015,6,12,19.66,1.48,10.57,21.78,20.64,29.89,9.25
24316,2015,7,7,20.55,9.4,14.98,21.24,14.34,29.55,15.2
24317,2015,7,30,24.16,1.11,12.63,24.24,19.26,32.83,13.58
24318,2015,8,18,16.44,12.62,14.52,15.4,2.58,17.9,15.33
24319,2015,9,19,15.32,-2.05,6.64,14.77,18.91,24.52,5.61
24320,2015,2,6,6.79,0.36,3.57,6.62,7.06,11.58,4.51
24321,2015,3,26,16.4,10.15,13.28,15.04,14.88,23.62,8.74
24322,2015,4,19,13.7,-6.74,3.48,12.15,16.17,21.23,5.06
24323,2015,6,11,27.9,8.91,18.4,28.37,21.59,38.85,17.26
24324,2015,6,15,20.26,-4.0,8.13,20.88,19.25,30.97,11.72
24325,2015,10,28,13.85,6.08,9.97,13.56,11.5,19.81,8.3
24326,2015,1,24,4.41,-10.67,-3.13,4.23,13.32,13.15,-0.18
24327,2015,4,14,2.52,-10.14,-3.81,2.31,13.41,10.34,-3.07
24328,2015,4,23,14.81,8.44,11.63,15.42,10.91,20.25,9.34
24329,2015,5,3,9.84,-4.63,2.6,7.55,14.98,17.98,3.0
24330,2015,5,27,20.47,5.8,13.14,20.45,16.4,28.86,12.45
24331,2015,5,29,22.55,3.06,12.8,22.43,18.06,30.79,12.73
24332,2015,6,7,23.93,7.59,15.76,24.83,17.7,32.46,14.76
24333,2015,6,8,17.65,3.02,10.33,16.9,20.08,26.77,6.69
24334,2015,6,8,27.87,6.99,17.44,28.58,18.34,36.43,18.08
24335,2015,7,7,28.44,5.87,17.15,28.87,15.29,35.98,20.69
24336,2015,7,18,21.38,6.05,13.71,23.35,16.45,29.85,13.4
24337,2015,6,21,25.94,4.14,15.04,27.3,19.61,36.65,17.05
24338,2015,5,10,12.29,9.43,10.86,13.2,6.41,15.87,9.46
24339,2015,9,11,17.32,13.91,15.62,17.18,4.5,19.92,15.42
24340,2015,7,11,18.19,8.98,13.59,17.65,14.39,26.48,12.08
24341,2015,3,4,6.91,-1.78,2.56,3.6,14.05,13.94,-0.12
24342,2015,6,15,19.89,0.39,10.14,18.85,20.08,30.56,10.48
24343,2015,6,24,23.18,2.6,12.89,22.89,23.46,34.51,11.04
24344,2015,6,1,12.71,7.62,10.16,12.71,10.15,18.15,8.0
24345,2015,1,25,9.81,5.37,7.59,8.3,12.38,17.71,5.33
24346,2015,1,28,6.82,0.7,3.76,5.43,10.88,12.87,1.99
24347,2015,6,15,19.89,0.39,10.14,18.85,20.08,30.56,10.48
24348,2015,2,27,5.65,3.59,4.62,5.65,6.91,9.44,2.53
24349,2015,3,7,12.3,0.85,6.58,8.01,16.7,21.62,4.92
24350,2015,3,17,7.95,4.45,6.2,7.76,11.32,14.39,3.07
24351,2015,6,18,18.87,-0.73,9.08,18.05,18.12,28.91,10.78
24352,2015,7,6,22.96,6.73,14.85,22.3,17.02,31.92,14.9
24353,2015,7,9,15.48,12.57,14.02,15.48,7.44,19.65,12.22
24354,2015,7,19,23.26,6.83,15.05,22.3,16.99,31.95,14.96
24355,2015,9,21,20.81,3.94,12.38,19.98,20.04,32.72,12.68
24356,2015,6,15,11.86,10.28,11.07,11.62,1.96,12.83,10.87
24357,2015,6,16,12.39,9.94,11.17,11.96,3.09,13.87,10.79
24358,2015,6,20,13.81,10.73,12.27,12.92,3.52,15.95,12.42
24359,2015,6,21,12.66,11.4,12.03,12.45,2.04,13.68,11.64
24360,2015,6,21,12.66,11.4,12.03,12.45,2.04,13.68,11.64
